-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.4
-26.2, 0.1, 3.5
-26.2, 0.1, 3.6
-26.2, 0.1, 3.6
-26.2, 0.1, 3.7
-26.2, 0.1, 3.8
-26.2, 0.1, 3.9
-26.2, 0.1, 4.0
-26.2, 0.1, 4.1
-26.2, 0.1, 4.1
-26.2, 0.1, 4.2
-26.2, 0.1, 4.3
-26.2, 0.1, 4.4
-26.2, 0.1, 4.5
-26.2, 0.1, 4.6
-26.2, 0.1, 4.6
-26.2, 0.1, 4.7
-26.2, 0.1, 4.8
-26.2, 0.1, 4.9
-26.2, 0.1, 5.0
-26.2, 0.1, 5.1
-26.2, 0.1, 5.1
-26.2, 0.1, 5.2
-26.2, 0.1, 5.3
-26.2, 0.1, 5.4
-26.2, 0.1, 5.5
-26.2, 0.1, 5.6
-26.2, 0.1, 5.6
-26.2, 0.1, 5.7
-26.2, 0.1, 5.8
-26.2, 0.1, 5.9
-26.2, 0.1, 6.0
-26.2, 0.1, 6.1
-26.2, 0.1, 6.2
-26.2, 0.1, 6.2
-26.2, 0.1, 6.3
-26.2, 0.1, 6.4
-26.2, 0.1, 6.5
-26.2, 0.1, 6.6
-26.2, 0.1, 6.6
-26.2, 0.1, 6.7
-26.2, 0.1, 6.8
-26.2, 0.1, 6.9
-26.2, 0.1, 7.0
-26.1, 0.1, 7.1
-26.1, 0.1, 7.1
-26.1, 0.1, 7.2
-26.1, 0.1, 7.3
-26.0, 0.1, 7.4
-26.0, 0.1, 7.4
-26.0, 0.1, 7.5
-25.9, 0.1, 7.6
-25.9, 0.1, 7.7
-25.8, 0.1, 7.7
-25.8, 0.1, 7.8
-25.7, 0.1, 7.9
-25.7, 0.1, 7.9
-25.6, 0.1, 8.0
-25.6, 0.1, 8.1
-25.5, 0.1, 8.1
-25.5, 0.1, 8.2
-25.4, 0.1, 8.2
-25.3, 0.1, 8.3
-25.3, 0.1, 8.3
-25.2, 0.1, 8.4
-25.1, 0.1, 8.4
-25.1, 0.1, 8.5
-25.0, 0.1, 8.5
-25.0, 0.1, 8.6
-24.9, 0.1, 8.7
-24.8, 0.1, 8.7
-24.7, 0.1, 8.8
-24.6, 0.1, 8.8
-24.6, 0.1, 8.9
-24.5, 0.1, 9.0
-24.4, 0.1, 9.0
-24.4, 0.1, 9.1
-24.3, 0.1, 9.1
-24.2, 0.1, 9.2
-24.2, 0.1, 9.2
-24.1, 0.1, 9.3
-24.0, 0.1, 9.3
-24.0, 0.1, 9.4
-23.9, 0.1, 9.4
-23.8, 0.1, 9.5
-23.8, 0.1, 9.5
-23.7, 0.1, 9.6
-23.6, 0.1, 9.6
-23.6, 0.1, 9.7
-23.5, 0.1, 9.7
-23.5, 0.1, 9.8
-23.4, 0.1, 9.8
-23.3, 0.1, 9.9
-23.2, 0.1, 9.9
-23.2, 0.1, 10.0
-23.1, 0.1, 10.0
-23.1, 0.1, 10.1
-23.0, 0.1, 10.1
-22.9, 0.1, 10.2
-22.9, 0.1, 10.2
-22.8, 0.1, 10.3
-22.7, 0.1, 10.3
-22.7, 0.1, 10.4
-22.6, 0.1, 10.5
-22.5, 0.1, 10.5
-22.5, 0.1, 10.6
-22.4, 0.1, 10.7
-22.4, 0.1, 10.7
